Response,CleanedResponse,Topic,TopicText,X,Y
"Funding, marketing, tourism awareness, local radio stations playlists apps ",fund marketing tourism awareness local radio station playlist ape,1,Support events organized by local groups for the community,51.83795,-15.545485
"Reduce property taxes, layoff city admin, layoff bylaw enforcement ",reduce property tax layout city admit layout law enforcement,3,"Encourage, support and promote local businesses and artists",-24.73451,23.45589
"More funding to organizations like creative Okanagan, Less bylaws for noise <br>complaints pertaining solely to music. ",funding organization like creative okanagan less law noise complaint pertain solely music,4,Provide more opportunities in the city for cultural and heritage groups,6.426645,47.51415
Barriers around and accessibility. Cost of living effects. Support RCA to <br>be used for arts and culture activities ,barrier around inaccessibility   live effect   support rca use art culture activity,1,Support events organized by local groups for the community,53.350018,-17.76558
"Provide an environment where local artists can be the truest form <br>of themselves, via a larger variety of performance and advertising <br>platforms ",provide environment local artist trust form via large variety performance advertising platform,3,"Encourage, support and promote local businesses and artists",-35.145355,31.711979
"They need a leader to direct all of these organizations both <br>publically, provincially, federally and privately organized and run at the <br>local level. There is too much division by venue, genre, <br>purpose, etc. ",need leader direct organization publicly provincial federal privately organize run local level   much division venue gene purpose etc,5,"Provide grants, funding and other forms of financial support for artists and cultural organizations",-42.139133,-11.836136
"Funding, marketing awareness, consistency, collaboration, events in downtown core ",fund marketing awareness consistency collaboration event downtown core,1,Support events organized by local groups for the community,48.34947,-12.290616
Find out about smaller organizations and help fund them like New <br>Arts Collective ,mind small organization help fund like new art collective,2,Create more affordable theatres and spaces for artists and small businesses,-5.6614647,-37.458595
"Use schools, college. Get together and start new spaces. Work together <br>to utilize existing spaces, like RCA. ",  use school college   meet together start new space   work together utilize exist space like rca,1,Support events organized by local groups for the community,54.645348,-19.211134
"To recognize that artists want to enhance arts culture and heritage <br>through music, art, or whatever it may be. A wide <br>range of recognition is key. ",  recognize artist want enhance art culture heritage music art whatev may   wide range recognition key,4,Provide more opportunities in the city for cultural and heritage groups,4.5113053,54.11696
Businesses other than food and beverage establishments need to be opening <br>their doors to inviting performing arts ,business food beverage establishment need open door invite perform art,4,Provide more opportunities in the city for cultural and heritage groups,6.9107637,44.715927
"Get businesses to sponsor events, artists, advertising of events. We need <br>venues that older generations would like to attend, like listening <br>rooms ",meet business sponsor event artist advertise event   need avenue old generation would like attend like listen room,1,Support events organized by local groups for the community,57.966778,-24.15444
Engage in partnerships to support spaces and development of new spaces. <br>Open window space to performers. ,engage partnership support space development new space   open window space performer,2,Create more affordable theatres and spaces for artists and small businesses,5.969486,-13.219306
A mix of recognition and opportunities to enhance the culture of <br>artistry ,mix recognition opportunity enhance culture artistic,1,Support events organized by local groups for the community,31.590254,-3.2005513
"Physical space, accessible technologies and platforms ",physical space accessible technology platform,1,Support events organized by local groups for the community,19.784592,-1.9393638
"Be informed, show up, offer feedback, show up again and again <br>",inform show offer feedback show,1,Support events organized by local groups for the community,19.303679,2.4461427
"Support, awareness, consistency, willing to pay cover fees ",support awareness consistency willing pay cover fee,1,Support events organized by local groups for the community,42.45401,-7.974812
"Go to shows, be the culture, dont just talk about it <br>",show culture not talk,1,Support events organized by local groups for the community,19.980642,3.1203103
"Use websites and apps to find events, go to events and <br>enrich the culture and your life. ",use webster ape find event go event enrich culture life,4,Provide more opportunities in the city for cultural and heritage groups,7.5594106,35.43142
Individual citizens of the city can be more open to local <br>artists. ,individual citizen city open local artist  ,1,Support events organized by local groups for the community,32.1074,-3.3243222
We need to encourage people to participate in local art shows <br>and provide value to justify the fees or supplement said <br>fees to make them more affordable There is 0 support <br>from the city to support live music at venues ,  need encourage people participate local art show provide value justify fee supplement say fee make unfordable support city support live music avenue,1,Support events organized by local groups for the community,12.228209,-1.1549975
Fund a Kelowna events app for citizens and tourism ,fund kelowna event pp citizen tourism,2,Create more affordable theatres and spaces for artists and small businesses,3.9519844,-21.469828
There is a culture in the works and we wont be <br>denied ,culture work will not deny,1,Support events organized by local groups for the community,19.525043,2.7149649
Community owned spaces are super important for grassroots and organic culture. <br>CF neighborhood houses in Vancouver ,community own space super important grassroots organic culture   neighborhood house vancouver,2,Create more affordable theatres and spaces for artists and small businesses,-15.074793,-47.10872
Encourage more ethnic food vendors. Have an annual street food fair <br>similar to taste of Danforth in Toronto ,encourage ethnic food vendor   annual street food fair similar taste danforth toronto,3,"Encourage, support and promote local businesses and artists",8.210027,2.6932275
"More funding for artist run initiatives Experimental projects, emerging artists, temporary <br>public work ",funding artist run initiative experimental project emerge artist temporary public work,3,"Encourage, support and promote local businesses and artists",-4.70888,8.670918
"Fund more free arts programs, bring out the artist in all <br>of us ",fund free art program bring artist -PRON-,2,Create more affordable theatres and spaces for artists and small businesses,-6.7741637,-37.96229
Support First Nations programs and events in our community ,support first nation program event community,2,Create more affordable theatres and spaces for artists and small businesses,4.626722,-20.391861
"Attend arts, culture and heritage workshops events ",attend art culture heritage workshop event,2,Create more affordable theatres and spaces for artists and small businesses,1.1319686,-25.493423
"Equality for all from Kelowna, not just the wealthy ",equality kelowna wealthy,2,Create more affordable theatres and spaces for artists and small businesses,9.284076,-19.545967
Pedestrians only on Bernard from Ellis to the Lake at least <br>on summer weekends ,pedestrian gerard ellis take least summer weekend,4,Provide more opportunities in the city for cultural and heritage groups,8.449312,21.896915
Provide free mentoring opportunity for children and youth ,provide free enter opportunity child youth,3,"Encourage, support and promote local businesses and artists",-20.920631,18.080723
Offer accessible entrepreneurial training for artists ,offer accessible entrepreneurial training artist,4,Provide more opportunities in the city for cultural and heritage groups,8.578437,20.875462
Subsidies and grants for artists and artistic companies ,subsidy grant artist artistic company,2,Create more affordable theatres and spaces for artists and small businesses,4.008649,-21.047915
Mural Festival giving artists total editorial control ,rural festival give artist total editorial control,3,"Encourage, support and promote local businesses and artists",-20.356136,17.620523
"Pay street performers Street performs, perform to make money ",may street performer street perform perform make money,5,"Provide grants, funding and other forms of financial support for artists and cultural organizations",-15.104089,-4.9142528
"Eliminate parking requirements, lower building costs, value capture for affordable housing <br>",eliminate parking requirement low building cost value capture unfordable housing,1,Support events organized by local groups for the community,54.70908,-18.906322
"Hire some indigenous land managers, restore first nations life-ways and associated <br>heritage landscapes ",fire indigenous land manager restore first nation sideways associated heritage landscape,1,Support events organized by local groups for the community,52.338085,-16.120491
"Plant street trees, no better investment to foster livable, beautiful, people <br>filled streets ",plant street tree good investment foster liable beautiful people fill street,3,"Encourage, support and promote local businesses and artists",-27.955921,26.1348
"Make tasteless displays of wealth illegal, foster elegant displays of communitarianism <br>",take tactless display wealth illegal foster elegant display communitarianism,2,Create more affordable theatres and spaces for artists and small businesses,-6.353713,-38.13855
"Inrfastucture, roads, utilities planning needs a lot of improvement ",inrfastucture road utility plan need lot improvement,5,"Provide grants, funding and other forms of financial support for artists and cultural organizations",-21.274149,-5.7569137
More exposure of student artwork and networking to the public ,exposure student network networking public,3,"Encourage, support and promote local businesses and artists",-15.99722,17.371277
More art festivals and student involvment in community projects ,art festival student involvement community project,3,"Encourage, support and promote local businesses and artists",-19.41661,17.795609
Need to build a worls class outdoor Rec Area - Kelowna <br>has the potential ,need build word class outdoor dec area   kelowna potential,1,Support events organized by local groups for the community,42.86886,-7.4983487
More bike lanes and more rail trails that go to Penticton <br>,bike lane rail trail go penticton,5,"Provide grants, funding and other forms of financial support for artists and cultural organizations",-17.509638,-5.512242
Better Understand the positive effects of enhanced cultural landscapes ,letter understand positive effect enhanced cultural landscape,2,Create more affordable theatres and spaces for artists and small businesses,-6.6020193,-37.501648
There is a lot of food - agricultural - liabilities should <br>be changed to help homeless ,lot food   agricultural   liability change help homeless,3,"Encourage, support and promote local businesses and artists",-24.701235,22.692995
Design create a new presentation space for many types of arts <br>,design create new presentation space many type art,4,Provide more opportunities in the city for cultural and heritage groups,7.54138,25.529205
change bylaws rules to create spaces affordable for studiosemerging artistsetc. ,change law   rule create space   unfordable studiosemerg artistsetc  ,5,"Provide grants, funding and other forms of financial support for artists and cultural organizations",-31.739502,-8.838332
"Use business space as platform for arts, supporting local ex. Milkcrate <br>Records ",use business space platform art support local ex   milkcrate record,4,Provide more opportunities in the city for cultural and heritage groups,6.635366,45.497005
More focus on music venues downtown instead of highrise condos ,focus music avenue downtown instead highrise london,5,"Provide grants, funding and other forms of financial support for artists and cultural organizations",-28.350632,-7.4218364
"More opportunties for arts organizations spaces, jobs, art, etc. especially for <br>emergin artists. Incentiveopportunities to keep younger individuals iin area. ",opportunity art organization space job art etc    especially emerge artist   incentiveopportunitie keep young individual area,2,Create more affordable theatres and spaces for artists and small businesses,-19.50208,-51.050186
Centralize- indoor place for artist to work sell ,centralize indoor place artist work   sell,2,Create more affordable theatres and spaces for artists and small businesses,0.8216706,-25.970493
"Incentives for artists to perform or show in more mainstream places <br>parks, stores ",incentive artist perform show mainstream place part store,4,Provide more opportunities in the city for cultural and heritage groups,7.457844,26.361475
Ehancing the artistis atmosphere throughout the community to ensure cont. growth <br>,glance artistic atmosphere throughout community ensure count   growth,5,"Provide grants, funding and other forms of financial support for artists and cultural organizations",-27.865417,-7.9712315
"Empowering racialized groups to showcase art through events, classes, shows, etc. <br>",empower racialized group showcase art event class show etc  ,1,Support events organized by local groups for the community,39.226044,-6.0799165
"More community courses Theatre, art through different mediums, art history, musical <br>lessons ",community course theatre art different medium art history musical lesson,3,"Encourage, support and promote local businesses and artists",-31.854628,28.68112
"More color life muralsstreet art, sculptures, musicalacting performaces ",color   life muralsstreet art sculpture musicalacting performance,4,Provide more opportunities in the city for cultural and heritage groups,8.160494,34.74262
More festivals fairs that recognize alternative experimental work ,festival fair recognize alternative   experimental work,1,Support events organized by local groups for the community,33.019985,-3.561933
Revisit target audience promote through social media ,visit target audience promote social medium,4,Provide more opportunities in the city for cultural and heritage groups,7.688172,27.58611
Public night dedicated to show casing different musics from different cultures <br>,public night dedicate show cause different music different culture,4,Provide more opportunities in the city for cultural and heritage groups,7.617761,34.22333
"Street fashion, alternative friendly shopping to encourage diversity ",street fashion alternative friendly shopping encourage diversity,1,Support events organized by local groups for the community,42.70083,-7.9329524
"Being mindful that we dont recognize indigenous, WOC, POC, art groupscultures <br>",mindful not recognize indigenous woc poc art groupsculture,4,Provide more opportunities in the city for cultural and heritage groups,8.167265,35.146706
Having historical sites that show indigenousaboriginal peoples journey ,historical site show indigenousaboriginal people journey,2,Create more affordable theatres and spaces for artists and small businesses,4.153559,-20.71771
Use tourists to explore kelownas sphere of influencecultural diversity cutural activities <br>,use tourist explore kelownas sphere influencecultural diversity cultural activity,3,"Encourage, support and promote local businesses and artists",-31.210995,28.612717
Doing this will bring more ideas peopleartforms with extreme diversity acceptance <br>to Kelowna ,go bring idea peopleartform extreme diversity acceptance kelowna,4,Provide more opportunities in the city for cultural and heritage groups,7.807428,27.016083
"Promote diversity include indigenous voices, bringing more diversity to the city. <br>Avoiding same strategies that simply bring the same type of <br>tourists to the city. ",promote diversity include indigenous voice bring diversity city   avoid strategic simply bring type tourist city  ,4,Provide more opportunities in the city for cultural and heritage groups,5.1441236,51.772343
"Bring more large scale events, such as, muscical artists to perform <br>",bring large scale event musical artist perform,2,Create more affordable theatres and spaces for artists and small businesses,-5.548141,-37.20296
More zoning to allow air BB with less expensive proposed licenses <br>,go allow air less expensive propose license,3,"Encourage, support and promote local businesses and artists",-16.311699,17.210592
Allow community to participate cote in spendingbudgeting decisions ,allow community participate come spendingbudget decision,4,Provide more opportunities in the city for cultural and heritage groups,8.002631,26.177452
"Creatte more support roups for artists to socialize, problem solve, etc. <br>",create support group artist socialist problem solve etc  ,4,Provide more opportunities in the city for cultural and heritage groups,8.117326,34.23661
"Provide financial incentive to host cultiral events, work with UBC different <br>ethnic clubs. ",provide financial incentive host cultural event work ubc different ethnic club,3,"Encourage, support and promote local businesses and artists",-34.890472,31.602509
Collaboration amongst artsheritage organizations to connect communities spaces ,collaboration amongst artsheritage organization connect community   space,4,Provide more opportunities in the city for cultural and heritage groups,7.8581233,25.304487
Ensure that there is a space for marganilized or minority groups <br>to exhibitperformbe recognized on an equal level ,ensure space marganilized minority group exhibitperformbe recognize equal level,2,Create more affordable theatres and spaces for artists and small businesses,-11.885571,-44.59609
Promote local smalllarge companies to use government property for fun events <br>fundraisers with mutual benefit for advertising for companies ,promote local smalllarge company use government property fun event   fundraiser mutual benefit advertising company,5,"Provide grants, funding and other forms of financial support for artists and cultural organizations",-40.552334,-11.250522
More plays in the theatre from different cultural backgrounds ,play theatre different cultural background,1,Support events organized by local groups for the community,20.205088,-1.2749985
Decreasing international tuition for collegeuniversity ,increase international suction collegeuniversity,3,"Encourage, support and promote local businesses and artists",-16.333326,19.969074
"LGBT cultural areas, workshopseducation on terms definitions. Health sercices for Community <br>members binders, make up, connections to therapists housing ",lgbt cultural area workshopseducation term   definition   health service community member hinder make connection therapist   housing,4,Provide more opportunities in the city for cultural and heritage groups,3.7248077,56.18661
"10. Youth forums, 3 levels grade 6-8, grade 8-12, collegeuniversity ",   south form level grade   grade   collegeuniversity,3,"Encourage, support and promote local businesses and artists",-15.703617,19.692648
"10. Add cultural months and celebrations cultural holidays, pride months, create <br>panel for more ideas ",   add cultural month celebration cultural holiday pride month create panel idea,5,"Provide grants, funding and other forms of financial support for artists and cultural organizations",-35.043285,-9.62983
More diversity in City Council-empowering racializedqueer individuals to take positioonn of <br>power ,diversity city councilempower racializedqueer individual take position power,1,Support events organized by local groups for the community,41.430813,-6.6579194
Must offer support to the organizations we have now. They create <br>a lot of programming ,must offer support organization   create lot programming,1,Support events organized by local groups for the community,32.709522,-4.148429
Being able to have youth get into the housing market early <br>,able youth get housing market early,1,Support events organized by local groups for the community,21.187683,-2.7904305
Grants that support locals putting on cultural events for the community <br>,grant support local put cultural event community,2,Create more affordable theatres and spaces for artists and small businesses,0.06232659,-26.703602
"Creating events, festivals, etc that promote different cultures groups for the <br>cities engagment whilst avoiding tokenization ",create event festival etc promote different culture   group city engagement whilst avoid tokenization,2,Create more affordable theatres and spaces for artists and small businesses,-18.493399,-50.26669
More weird experimental eventsfestivals that bring people from out of Kelowna <br>,weird   experimental eventsfestival bring people kelowna,1,Support events organized by local groups for the community,19.615818,-1.643104
City of Kelowna to engage with UBCO more. What can be <br>done in city to benefit students ,city kelowna engage ubco   do city benefit student,1,Support events organized by local groups for the community,21.28175,-2.5436258
Have staple art pieces as a trade mark in Kelowna. An <br>example of this is Granville island. It is most famous <br>because of the huge streetart ,staple art piece trade mark kelowna   example grenville island   famous huge streetart,4,Provide more opportunities in the city for cultural and heritage groups,5.5477595,50.00488
Find a way to create job opportunities LOCALLY a lot of <br>young people end up leaving If we had job fairs <br>targetted to artists it could help the community development ,mind way create job opportunity locally lot young people end leave job fair targett artist could help community development,1,Support events organized by local groups for the community,10.0991535,-0.75506043
Introduce a public figure that can help the arts community expand. <br>They could be relatable so the population can feel inspired <br>to create more. ,introduce public figure help art community expand   could reliable population feel inspire create  ,1,Support events organized by local groups for the community,56.96045,-22.464178
Expanding the art dance community in schools with helping the artists <br>have more local career opportunities from that ,expand art   dance community school   help artist local career opportunity,2,Create more affordable theatres and spaces for artists and small businesses,-14.641918,-47.012985
"Work with the other groups to plan and create a new <br>facility or repurpose an old facility. couple of places near <br>cultural district like the machine shop on the corner on <br>ellis that would be a good place. and the food <br>bank, that building would be good. generally the location keep <br>the cultural stuff downtown. put another facility in parking problem. <br>",work group plan create new facility purpose old facility   couple place near cultural district like machine shop corner ellis would good place food bank building would good generally location   keep cultural stuff downtown put another facility parking problem  ,1,Support events organized by local groups for the community,61.964363,-30.839443
"something to help with the film industry. looking to take original <br>scripts and produce play and then produce film. not a <br>lot of studio space for film. could double as filming <br>and performance space amateur or semi-professional film studio. bumperstudio - <br>mentorship program with putting shows on. producers and directors for <br>film is different than performanceplays but could be shared spaces. <br>black box can be converted. flexible and adaptable space thats <br>what makes the black box a great place. last year <br>they opened up new film studio near airport. artsCo good <br>org in charge of new building. they are an umbrella <br>organization, re-established. high quality of printing further down the road. <br>",something help film industry   look take original script produce play produce film   lot studio space film could double filling performance space amateur semiprofessional film studio   bumperstudio   censorship program put show producer director film different performanceplay could share space   black box convert flexible adaptable space make black box great place   last year open new film studio near airport   art good org charge new building   umbrella organization reestablish   high quality printing   road  ,4,Provide more opportunities in the city for cultural and heritage groups,2.260657,60.693054
"new concert hall is needed with a recital hall attached. 500-600 <br>for smaller one, 1200 seat concert hall - larg4er than <br>KCC because city is going to grow. storage and rehearsal <br>space. ",new concert hall need recital hall attach    small one seat concert hall   large kcc city go grow   storage rehearsal space  ,2,Create more affordable theatres and spaces for artists and small businesses,-15.956557,-47.8701
"when you look at all the halls that have been built <br>in other cities cities havent driven these, but supported these <br>like land contribution. city needs to support, get a committee, <br>but cant rely on city 100% look at vernon performance <br>hall, much better than KCC. city keeps upgrading KCC it <br>will never be a home. city could identify a site <br>and reserve concert like old police station, in cultural district. <br>requires partnerships, need professionals involved in it. city support. ",look hall build city   city drive support like land contribution   city need support get committee rely city   look vernon performance hall much good kcc city keep upbraid kcc never home   city could identify site reserve concert   like old police station cultural district   require partnership need professional involve   city support  ,2,Create more affordable theatres and spaces for artists and small businesses,7.345865,-8.293976
two city owned theatres. rents are high. support groups - need <br>cheaper rents. nice to be able to go there. affordability <br>component for these spaces. concert band. is good. ,two city own theater rent high   support group   need cheap rent nice able go   affordability component space   concert band good  ,2,Create more affordable theatres and spaces for artists and small businesses,0.4375733,-11.902687
"Balance between performance and exhibition space, shared artists or maker studio <br>space that is accessible in terms of location and costs. <br>could be downtown but broaden outside cultural district, near transit <br>and parking. The alternator and Kelowna art gallery is doing <br>a good job on exhibitions, bringing high caliber art from <br>outside Okanagan to Okanagan. Alternator plan exhibition 1-2 yrs in <br>advance. Need exhibition space more local, dynamic, fluid, current. We <br>exhibit at cafes, and record store great, gets art out <br>there, different than being exhibited in proper gallery- lacks legitimate <br>and. ",balance performance exhibition space share artist maker studio space accessible term location cost could downtown broaden outside cultural district near transit parking   alternate kelowna art gallery good job exhibition bring high calibre art outside okanagan okanagan   alternator plan exhibition   yes advance   need exhibition space local dynamic fluid current   exhibit case record store   great get art different exhibit proper gallery lack legitimate  ,1,Support events organized by local groups for the community,8.822138,-6.764611
"City is in a difficult position. part of it is also <br>could be doing a soft promotion to developers who are <br>building towers that could have community space designed in lower <br>floors. leverage real estate, social payoff and social good for <br>exchange of building towers. Understand land downtown is expensive. maybe <br>city could purchase? Not sure if they can. their power <br>and influence all new towers have to donate to community <br>centre. ",city difficult position part also could soft promotion developer build tower could community space design low floor beverage real estate social payoff social good exchange building tower   understand land downtown expensive maybe city could purchase sure power influence new tower donate community centre,4,Provide more opportunities in the city for cultural and heritage groups,6.4680104,10.909395
"Past arts and culture staff at city did a great job <br>target arts orgs and teaching them to get sponsors. Could <br>be an education program target businesses letting them know benefits <br>about being sponsors. Kelowna is an entrepreneurial town. Even if <br>every business sponsors 500 each. Maybe city can approach chamber <br>of commerce? There is a market for small to medium <br>sized businesses. Donation. sponsorship, display. City is super supportive with <br>new dev grants, public arts grants, willing to work with <br>smaller orgs. ",last art culture staff city great job target art org teach get sponsor   would education program target business let know benefit sponsor   kelowna entrepreneurial town   even every business sponsor   maybe city approach chamber commerce market small medium sized business   donation sponsorship display   city super suppurative new de grant public art grant willing work small org  ,4,Provide more opportunities in the city for cultural and heritage groups,-4.3165336,7.564941
"grassroots ethnic groups - wants most important to them we have <br>the same needs of culture and language - need classrooms <br>and performance studios intangible things like event organizational skills. RCA <br>- more arts focused art studios, but not really community <br>organizing. What is unique about us there is a unique <br>heritage and knowledge when we get together we can capture <br>and develop - and each support each other to develop <br>each of our identities, creates new way of thinking. not <br>important about individuals, its about culture and sharing and discussion, <br>arts coming from that perspective. comes from community organization facility <br>to meet that need. arts is a by-product. ",grassroots ethnic group   want important need culture language   need classroom performance study intangible thing like event organizational skill   rca   art focus art study really community organizing   unique -PRON- unique heritage knowledge get together capture develop   support develop identify create new way thinking   important individual culture sharing discussion art come perspective come community organization facility meet need art product  ,2,Create more affordable theatres and spaces for artists and small businesses,3.6105118,-8.436707
"kelowna has a history of multi-culturalism. there was a multi-culture centre. <br>not having it is a big message. no home for <br>immigrants or people with diverse backgrounds. Thats why our group <br>is working so hard for this. Need a multi-cultural centre <br>where ppl who share the same experience, is key, some <br>centres not very welcoming hold tight on immigrant funding. we <br>have a concrete plan or just the chinese organization, ok <br>is official partner. but other organizations may not be a <br>part of this we have matching funds. it can happen <br>any time. just need to buy property. we can create <br>share space with these other organizations. we have to work <br>together share with other organizations dont know details on how <br>we are going to operate it, almost there. havent closed <br>anything. ",kelowna history multiculturalism   multiculture centre big message   home immigrant people diverse background   hat group work hard   need multicultural centre pp share experience key centre welcome hold tight immigrant funding   concrete plan chinese organization ok official partner organization may part watch fund happen time need buy property create share space organization   work together share organization not know detail go operate almost close anything  ,4,Provide more opportunities in the city for cultural and heritage groups,2.1177154,60.841637
"city has to lead this, we would want to be a <br>part of the planning. if redevelop on current site. we <br>would out of business put us under need consultation with <br>user groups on phasing the redevelopment. lots of communities do <br>a referendum what would kelowna do? they have to be <br>a leader. there is federal money for these projects. need <br>to start putting the dream in place. there is a <br>lot of development in the city and wealth they could <br>tap into. we couldnt lead but could partner. dream!!. RCA <br>is beautiful, could expand, and is well used. KCC is <br>not a space people want to go they have no <br>alternative, no welcoming. ",city lead would want part planning   develop current site would business   put -PRON- need consultation user group chase development   lot community referendum would kelowna leader   federal money project   need start put dream place   lot development city wealth could tap   lead could partner   dream   rca beautiful could expand well use   kcc space people want go alternative welcoming  ,2,Create more affordable theatres and spaces for artists and small businesses,5.734381,-14.013284
"theatre space - proper pit is needed KCC has impromptu pit. <br>ballet and opera need a pit we had to use <br>scaffolding for a collaborative performance 40k to. couldnt afford to <br>collaborate, facility doesnt allow for it. KCC - hours for <br>technicians. means we get one tech at dress rehearsal and <br>different tech for show end up hiring a separate sound <br>person - need flexibility on staffing. ",theatre space   proper pit need kcc impromptu pit ballet opera need pit use scaffolding collaboration performance   afford collaborate facility allow   kcc   hour technician mean get one teach dress rehearsal different teach show end hire separate sound person   need flexibility stand  ,2,Create more affordable theatres and spaces for artists and small businesses,6.745147,-9.559927
"mid-sized theatre space w high ceilings for circus performance - we <br>dont offer it because no venue, go to vernon instead <br>",midsized theatre space w high ceiling circus performance   not offer venue go vernon instead,3,"Encourage, support and promote local businesses and artists",-35.13041,31.24066
"the city should lead the dev of mid-sized theatre space, get <br>input from all orgs, be realistic about what tenantsusers can <br>pay what we can charge, pay the artists, improvement fees, <br>etc. if we get a theatre, will it be affordable <br>for all not just large out of town productions?. ",city lead de midsized theatre space get input org realistic tenantsuser pay charge pay artist improvement fee etc   get theatre unfordable large town production  ,4,Provide more opportunities in the city for cultural and heritage groups,6.5407834,9.192146
"multi-functional spaces would be key. access to equipment shared equipment. innovation <br>centre is impossible to access, and weird layout - we <br>were excited but get shut down every time because its <br>for those who are renting there. need to have other <br>orgs be able to use spaces that are paid by <br>public dollars. we would be willing to pitch in and <br>buy part of a multi-tenanted building. ",multifunctional space would key   access equipment   share equipment   innovation centre impossible access weird layout   excited get shut every time rent   need org able use space pay public dollar   would willing pitch buy part multitenanted building  ,1,Support events organized by local groups for the community,62.057682,-30.925503
"housing is a problem here. more space for organizations like us <br>community resources, to what we do all of us could <br>use more space, maybe spaces where several organizations can come <br>together to deliver services like the foundry a one stop <br>shop. ",housing problem   space organization like -PRON- community resource -PRON- could use space maybe space several organization come together deliver service like foundry one stop shop  ,5,"Provide grants, funding and other forms of financial support for artists and cultural organizations",-17.650728,-2.8332887
"if they own buildings, that arent being used, they can provide <br>space. they own a lot of land and buildings - <br>old RCMP building. ",building agent use provide space   lot land building   old rcmp building  ,5,"Provide grants, funding and other forms of financial support for artists and cultural organizations",-32.07201,-9.0931425
"presentation space, meeting space, performance space, rehearsal space - issues for <br>a lot of organizations, and affordability of space. so many <br>in the community are just starting out. and storage!. ",presentation space meeting space performance space rehearsal space   issue lot organization affordability space   many community start   storage  ,1,Support events organized by local groups for the community,55.10303,-19.710728
"they have better awareness. staff is taking more time to be <br>aware, this is encouraging, that they are listening. there needs <br>to be lenience to challenges. see so many ppl leaving <br>the area because they cant access space - they move <br>on. Reed Hall - should be on the radar. we <br>hang our value on ballet and opera - high level <br>of creative communities, tend not to have space for smaller <br>groups to have their expression. RCA is starting to open <br>up to other groups. could learn from lake country. ",good awareness   staff take time aware encourage listen   need sentence challenge   see many pp leave area access space   move   need   rear   hang value ballet opera   high level creative community tend space small group expression   rca start open group   could learn lake country  ,1,Support events organized by local groups for the community,62.17251,-31.63022
"appreciate the opportunity to provide input!. community starting to feature more <br>inclusive heritage community. there was a time that this community <br>was welcoming to me, but that is changing. inclusive heritage <br>is a key pillar of an inclusive community - its <br>who we are stories are often so similar - creates <br>stronger bonds, more supportive and see less negative fleck about <br>whatever it is, creates more acceptance where there is respect. <br>",appreciate opportunity provide input   community start feature inclusive heritage community   time community welcome change   inclusive heritage key pillar inclusive community   story often similar   create strong bond suppurative see less negative fleck whatev create acceptance respect  ,4,Provide more opportunities in the city for cultural and heritage groups,-1.7815808,4.9372087
"some orgs are active and fantastic, and collaboration is awesome ",org active fantastic collaboration awesome,1,Support events organized by local groups for the community,21.250212,-2.345114
making sure we are empowered to make changes to the facility <br>use ,make sure empower make change facility use,1,Support events organized by local groups for the community,31.441818,-3.9014459
"minority groups, indigenous groups dont have sense of entitlement to use <br>of space ",minority group indigenous group not sense entitlement use space,5,"Provide grants, funding and other forms of financial support for artists and cultural organizations",-27.559448,-7.8181314
settlement groups are highly entitled and demanding for space ,settlement group highly entitled demand space,5,"Provide grants, funding and other forms of financial support for artists and cultural organizations",-19.75525,-5.834676
"diversity part of mandate - ensure that sense of entitlement is <br>distributed across groups. big structural issue that we are addressing <br>as an organization, but needs sector to work together to <br>work on this. ",diversity part mandate   ensure sense entitlement distribute across group   big structural issue address organization need sector work together work,1,Support events organized by local groups for the community,59.446457,-27.202616
city should be spearheading this and make this an acknowledged by <br>city ,city spearhead make acknowledge city,1,Support events organized by local groups for the community,18.641478,1.123364
"unfair booking RCA schedule. chamber music kelowna, understood when brought up <br>",unfair booking rca schedule chamber music kelowna understand bring,4,Provide more opportunities in the city for cultural and heritage groups,7.341608,41.78894
"most communities assume they own it. need to have equitable have <br>it, and one group should not have full entitlement to <br>it. ",community assume need equitable one group full entitlement,2,Create more affordable theatres and spaces for artists and small businesses,5.2471414,-20.211525
intergenerational trauma of indigenous people re there was a massacre or <br>hangings in this location so there is already a barrier <br>to coming to this area let alone setting foot into <br>the building ,intergenerational trauma indigenous people massacre hanging location already barrier come area let alone set foot building,1,Support events organized by local groups for the community,59.805294,-26.790287
"opportunity with art walk, great thing for visitors. to walk between <br>them, currently dodgy. need to improve walkability ",opportunity art walk great thing visitor walk currently podgy   need improve walkability,2,Create more affordable theatres and spaces for artists and small businesses,-10.653374,-43.10876
"access to archives a challenge, for people to do research. have <br>to turn down volunteers because not enough space for them, <br>make appointments - not reaching full potential for societal impact <br>and in basement so accessibility barriers ",access archive challenge people research turn volunteer enough space make appointment   reach full potential society impact basement inaccessibility barrier,1,Support events organized by local groups for the community,60.76892,-29.036388
"wants to be best mid-size city, like technology, they need a <br>museum reflect that, does not reflect current place or what <br>kelowna wants to be everyone wants to belong, city of <br>newcomers and want to feel like be a part of <br>it learn the stories of earlier people passing on culture <br>one generation to the take ",want good midwife city like technology need museum reflect reflect current place kelowna want everyone want belong city newcomer want feel like part learn story early people   pass culture one generation take,1,Support events organized by local groups for the community,11.99385,-1.0986183
"feasibility study is a good idea for relocation of museum, current <br>site and feasibility of new location - exploring options. museum <br>as key partner involved. as a key operator. national museum <br>consultant. ",sensibility study good idea relation museum current site sensibility new location   explore option museum key partner involve key operator national museum consultant,2,Create more affordable theatres and spaces for artists and small businesses,-22.572557,-53.322685
